review,rating,date,bank,source,sentiment_score,sentiment
Always do update and that is annoying,3,1/27/2025,Bank of Abyssinia,Google Play,-0.4019,Negative
"Best app, somehow waiting a few minutes",5,1/23/2025,Bank of Abyssinia,Google Play,0.6369,Positive
I can't dijitalize my atm in the apollo app on my phone,1,1/22/2025,Bank of Abyssinia,Google Play,0,Neutral
Whenever I try to sign in app close please fixed it out,2,1/21/2025,Bank of Abyssinia,Google Play,0.3182,Positive
Beter,5,1/21/2025,Bank of Abyssinia,Google Play,0,Neutral
Boa,4,1/18/2025,Bank of Abyssinia,Google Play,0,Neutral
·?†·?£·?ù ·?®·??·?´·?µ·?†·?? ·?†·ç? ·?†·?£·?ù ·?®·??·?®·?∞ ·??·?Æ ·?ê·?ç ·?®·?ù·?∞·?†·?ç ·??·?Æ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,1/18/2025,Bank of Abyssinia,Google Play,0,Neutral
Aadan Axmed Barkhadle,5,1/17/2025,Bank of Abyssinia,Google Play,0,Neutral
??°??°??°?§¨?§¨?§¨,1,1/16/2025,Bank of Abyssinia,Google Play,0,Neutral
Horrible customer service and app crashes Horrible!!,1,1/15/2025,Bank of Abyssinia,Google Play,-0.8217,Negative
I love it,5,1/14/2025,Bank of Abyssinia,Google Play,0.6369,Positive
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,1/13/2025,Bank of Abyssinia,Google Play,0,Neutral
Good??è,5,1/12/2025,Bank of Abyssinia,Google Play,0.4404,Positive
Like to much,5,1/11/2025,Bank of Abyssinia,Google Play,0.3612,Positive
Perfect,5,1/9/2025,Bank of Abyssinia,Google Play,0.5719,Positive
The best of best,5,1/9/2025,Bank of Abyssinia,Google Play,0.8555,Positive
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,1/7/2025,Bank of Abyssinia,Google Play,0.5423,Positive
Great ??ç,5,1/4/2025,Bank of Abyssinia,Google Play,0.6249,Positive
Fast and suitable for the customers.,5,1/4/2025,Bank of Abyssinia,Google Play,0,Neutral
Good app and helpful,5,1/3/2025,Bank of Abyssinia,Google Play,0.6908,Positive
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,1/3/2025,Bank of Abyssinia,Google Play,-0.931,Negative
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,1/2/2025,Bank of Abyssinia,Google Play,-0.296,Negative
It doesn't work at all.,2,1/2/2025,Bank of Abyssinia,Google Play,0,Neutral
this app is not available,1,1/2/2025,Bank of Abyssinia,Google Play,0,Neutral
Wow what amazing,5,12/30/2024,Bank of Abyssinia,Google Play,0.8225,Positive
love it,5,12/30/2024,Bank of Abyssinia,Google Play,0.6369,Positive
·?†·?£·?ù ·??·?ª·?ª·?ç ·?†·??·?†·?µ....... ·?? ·?£·??·?© ·??·?≠·??·?•·?? ·??·?∞·?ç·?†·?≠·?´ ·?ê·?ç ::,2,12/30/2024,Bank of Abyssinia,Google Play,0,Neutral
Lemn embi yilal??,5,12/30/2024,Bank of Abyssinia,Google Play,0,Neutral
It's useless app downgraded.,1,12/29/2024,Bank of Abyssinia,Google Play,-0.4215,Negative
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,12/27/2024,Bank of Abyssinia,Google Play,0,Neutral
Nice,5,12/26/2024,Bank of Abyssinia,Google Play,0.4215,Positive
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,12/24/2024,Bank of Abyssinia,Google Play,-0.6249,Negative
·?†·?≠·?∞·?´·?ù ·?º·?ù ·?ê·?ç·ç§,1,12/23/2024,Bank of Abyssinia,Google Play,0,Neutral
Not that much bad,3,12/22/2024,Bank of Abyssinia,Google Play,0.431,Positive
Fine,5,12/21/2024,Bank of Abyssinia,Google Play,0.2023,Positive
The dirtiest application ever seen...,1,12/20/2024,Bank of Abyssinia,Google Play,-0.5267,Negative
Nic ap,5,12/19/2024,Bank of Abyssinia,Google Play,0,Neutral
The forest app ever,1,12/19/2024,Bank of Abyssinia,Google Play,0,Neutral
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,12/19/2024,Bank of Abyssinia,Google Play,0.9475,Positive
Bank of abissena,1,12/17/2024,Bank of Abyssinia,Google Play,0,Neutral
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,12/16/2024,Bank of Abyssinia,Google Play,0.7003,Positive
GOOD,5,12/15/2024,Bank of Abyssinia,Google Play,0.4404,Positive
The worst banking app ever. Never works!,1,12/14/2024,Bank of Abyssinia,Google Play,-0.6588,Negative
Poorly functioning app,3,12/13/2024,Bank of Abyssinia,Google Play,0,Neutral
Very nice,5,12/13/2024,Bank of Abyssinia,Google Play,0.4754,Positive
Your system is the worst you should do better??°??°??°??°??°??°,2,12/11/2024,Bank of Abyssinia,Google Play,-0.296,Negative
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,12/10/2024,Bank of Abyssinia,Google Play,-0.8622,Negative
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,12/8/2024,Bank of Abyssinia,Google Play,0.9253,Positive
"I‚??m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I‚??ve used. I hope improvements are made to enhance the user experience.",1,12/7/2024,Bank of Abyssinia,Google Play,-0.2135,Negative
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,12/6/2024,Bank of Abyssinia,Google Play,-0.6245,Negative
It doesn't work on my 2 devices A05 and A34 ??°,1,12/2/2024,Bank of Abyssinia,Google Play,0,Neutral
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,12/1/2024,Bank of Abyssinia,Google Play,0.4404,Positive
My attention is very important because it will be the most difficult time for me,5,11/30/2024,Bank of Abyssinia,Google Play,-0.1779,Negative
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes ) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,11/29/2024,Bank of Abyssinia,Google Play,-0.8126,Negative
I don't know why but your apps start out great then all of a sudden don't work?§∑‚?ç‚??Ô∏è,1,11/28/2024,Bank of Abyssinia,Google Play,0.7684,Positive
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,11/28/2024,Bank of Abyssinia,Google Play,-0.8464,Negative
exellent digital transaction of money,5,11/27/2024,Bank of Abyssinia,Google Play,0,Neutral
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,11/26/2024,Bank of Abyssinia,Google Play,-0.2263,Negative
Great,5,11/25/2024,Bank of Abyssinia,Google Play,0.6249,Positive
??è??è??è,5,11/24/2024,Bank of Abyssinia,Google Play,0,Neutral
Money,5,11/24/2024,Bank of Abyssinia,Google Play,0,Neutral
It needs more improvment,2,11/24/2024,Bank of Abyssinia,Google Play,0,Neutral
Hey Google,5,11/21/2024,Bank of Abyssinia,Google Play,0,Neutral
ab,3,11/20/2024,Bank of Abyssinia,Google Play,0,Neutral
Ademtahir,5,11/20/2024,Bank of Abyssinia,Google Play,0,Neutral
‚??Ô∏è‚??Ô∏è,5,11/20/2024,Bank of Abyssinia,Google Play,0,Neutral
Please this app on my android phone,3,11/20/2024,Bank of Abyssinia,Google Play,0.3182,Positive
GOAT ?êê ?êê,5,11/19/2024,Bank of Abyssinia,Google Play,0,Neutral
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,11/19/2024,Bank of Abyssinia,Google Play,0.2732,Positive
Fast and reliable,5,11/18/2024,Bank of Abyssinia,Google Play,0,Neutral
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,11/17/2024,Bank of Abyssinia,Google Play,-0.3485,Negative
One of the poorest mobile banking system,1,11/13/2024,Bank of Abyssinia,Google Play,-0.5423,Negative
‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§,5,11/12/2024,Bank of Abyssinia,Google Play,0.9803,Positive
Oene,5,11/12/2024,Bank of Abyssinia,Google Play,0,Neutral
i find it interesting specially in reciept downloading,1,11/12/2024,Bank of Abyssinia,Google Play,0.4019,Positive
it good,5,11/12/2024,Bank of Abyssinia,Google Play,0.4404,Positive
"This app crashes everytime, please fix it",1,11/12/2024,Bank of Abyssinia,Google Play,0.3182,Positive
·?†·??·?µ star ·?´·?± ·?≠·?†·??·?†·?≥·?ç·ç¢ i dont recomend to use this app also the bank,1,11/12/2024,Bank of Abyssinia,Google Play,0,Neutral
I need a support the app is not working,5,11/12/2024,Bank of Abyssinia,Google Play,0.4019,Positive
Bast bank of ethiopia,5,11/12/2024,Bank of Abyssinia,Google Play,0,Neutral
very slow app. ·?†·?¢·?≤·??·?´·?? ·?®·??·?´·?≠·?ç ·?£·??·?≠ ·?®·??·?≠·?†·?†·?? software app. ·?®·?ª·??·?Ω·?Å ·??·?? ·??·??·?? ·?•·??·?∞·??·?? ·?†·?∞·?©·?µ·ç¢·?†·?£·?ù ·?≠·??·?´·?´·?ç ·?´·?≥·çç·?´·?ç·ç¢·??app ·?®·??·?£·?ç ·??·?≠ ·?†·??·?µ·?? ·?®·?∞·?†·?? ·?ê·?ç ·?®·??·??·?µ·??·?ç·ç¢,1,11/12/2024,Bank of Abyssinia,Google Play,0,Neutral
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,11/12/2024,Bank of Abyssinia,Google Play,0.6124,Positive
The worst App i have never seen like this before,1,11/12/2024,Bank of Abyssinia,Google Play,-0.7359,Negative
Wweeeer,4,11/12/2024,Bank of Abyssinia,Google Play,0,Neutral
Infinx,5,11/12/2024,Bank of Abyssinia,Google Play,0,Neutral
Great service,5,11/12/2024,Bank of Abyssinia,Google Play,0.6249,Positive
This app is not available on all android versions and some times it is not functional.,1,11/8/2024,Bank of Abyssinia,Google Play,0,Neutral
senayt Mesfin,4,11/8/2024,Bank of Abyssinia,Google Play,0,Neutral
Bad app vety bad.,1,11/7/2024,Bank of Abyssinia,Google Play,-0.7906,Negative
Abessnya Banke,5,11/5/2024,Bank of Abyssinia,Google Play,0,Neutral
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,11/4/2024,Bank of Abyssinia,Google Play,-0.7569,Negative
Okay,5,11/3/2024,Bank of Abyssinia,Google Play,0.2263,Positive
Professional on banking app,5,11/1/2024,Bank of Abyssinia,Google Play,0,Neutral
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,10/27/2024,Bank of Abyssinia,Google Play,0.5719,Positive
·?†·?≠·?∞·?´·?ù ·?†·?µ·?∞·?´·?≠·??·?µ,5,10/26/2024,Bank of Abyssinia,Google Play,0,Neutral
Please try another because this app doesn't feet the need of this generation,1,10/25/2024,Bank of Abyssinia,Google Play,0.3182,Positive
Fast transfer,5,10/24/2024,Bank of Abyssinia,Google Play,0,Neutral
"What's up I can't log in, what's wrong",5,10/22/2024,Bank of Abyssinia,Google Play,-0.4767,Negative
Amrumehamed,1,10/21/2024,Bank of Abyssinia,Google Play,0,Neutral
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please ??è??è??è?",5,10/18/2024,Bank of Abyssinia,Google Play,0.8717,Positive
·?∞·?∞·??·?ê·?ê,5,10/15/2024,Bank of Abyssinia,Google Play,0,Neutral
"Terrible Bank Experience It‚??s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there‚??s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They‚??ve put me in embarrassing situations countless times, and customer care never fixes anything. I‚??ve switched banks, and you should too!",1,10/14/2024,Bank of Abyssinia,Google Play,-0.8395,Negative
A painfully slow banking app service. Please don't make it your choice!,1,10/13/2024,Bank of Abyssinia,Google Play,-0.3382,Negative
Good App,4,10/12/2024,Bank of Abyssinia,Google Play,0.4404,Positive
Best app to me,5,10/11/2024,Bank of Abyssinia,Google Play,0.6369,Positive
BOA,5,10/11/2024,Bank of Abyssinia,Google Play,0,Neutral
Abdulkadir,5,10/11/2024,Bank of Abyssinia,Google Play,0,Neutral
Bad,1,10/10/2024,Bank of Abyssinia,Google Play,-0.5423,Negative
If it is possible I would gove0 star,1,10/8/2024,Bank of Abyssinia,Google Play,0,Neutral
Nise mobile bankig,4,10/5/2024,Bank of Abyssinia,Google Play,0,Neutral
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,10/4/2024,Bank of Abyssinia,Google Play,0.714,Positive
Ok,5,10/4/2024,Bank of Abyssinia,Google Play,0.296,Positive
Just make it work please?§£ this is embarrassing for a bank of your size,1,10/4/2024,Bank of Abyssinia,Google Play,0.4404,Positive
Update to the simplest way it requires the developer option on and off why this is,5,10/4/2024,Bank of Abyssinia,Google Play,0,Neutral
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I‚??m not slowing down my phone just to use your God damn app. ?§Æ?§Æ?§Æ?§Æ",1,10/4/2024,Bank of Abyssinia,Google Play,-0.4215,Negative
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,10/4/2024,Bank of Abyssinia,Google Play,0.7344,Positive
Worest app,1,10/3/2024,Bank of Abyssinia,Google Play,0,Neutral
The worest app ever,1,10/3/2024,Bank of Abyssinia,Google Play,0,Neutral
·?†·?™·çç ·?ê·?ç ·?†·?≠·?±·?ç·??,5,10/3/2024,Bank of Abyssinia,Google Play,0,Neutral
Wwwerrr,5,10/2/2024,Bank of Abyssinia,Google Play,0,Neutral
·??·??·?ç ·?ç·??·?±,5,9/30/2024,Bank of Abyssinia,Google Play,0,Neutral
Great For Financial company,5,9/30/2024,Bank of Abyssinia,Google Play,0.6249,Positive
Very easy to use,5,9/30/2024,Bank of Abyssinia,Google Play,0.4927,Positive
The App's crash always.. Error.....,3,9/27/2024,Bank of Abyssinia,Google Play,-0.6597,Negative
This app is incredibly frustrating to use. It‚??s filled with issues that make it difficult to navigate and complete tasks efficiently. I‚??ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,9/26/2024,Bank of Abyssinia,Google Play,-0.2484,Negative
Great UI and seamless UX. I love it!!,5,9/25/2024,Bank of Abyssinia,Google Play,0.8715,Positive
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,9/25/2024,Bank of Abyssinia,Google Play,0.2382,Positive
It's easy used to operate program and secured ??ç??ç,4,9/25/2024,Bank of Abyssinia,Google Play,0.6808,Positive
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,9/21/2024,Bank of Abyssinia,Google Play,0,Neutral
Amazing,5,9/19/2024,Bank of Abyssinia,Google Play,0.5859,Positive
Great app with great services,5,9/19/2024,Bank of Abyssinia,Google Play,0.8481,Positive
Yes active user,5,9/17/2024,Bank of Abyssinia,Google Play,0.6597,Positive
Shameful,1,9/17/2024,Bank of Abyssinia,Google Play,-0.4939,Negative
The worest app ever made i would not recommende for no one,1,9/16/2024,Bank of Abyssinia,Google Play,0.2235,Positive
Good application,5,9/16/2024,Bank of Abyssinia,Google Play,0.4404,Positive
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,9/15/2024,Bank of Abyssinia,Google Play,0,Neutral
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,9/15/2024,Bank of Abyssinia,Google Play,0.4269,Positive
·?®·?•·?≠·?µ·??·?? ·?∞·??·?≠·?Æ ·?≠·?ç·??·?π (·?†·??·?´·?≠),5,9/14/2024,Bank of Abyssinia,Google Play,0,Neutral
It's not working. It needs a big update. Can't you update the app quickly?,1,9/14/2024,Bank of Abyssinia,Google Play,0,Neutral
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time ???",3,9/14/2024,Bank of Abyssinia,Google Play,0.818,Positive
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,9/13/2024,Bank of Abyssinia,Google Play,-0.4515,Negative
Bes and freindly app,5,9/13/2024,Bank of Abyssinia,Google Play,0,Neutral
It doesn't work.,1,9/12/2024,Bank of Abyssinia,Google Play,0,Neutral
It say "The request was not successful. please check device connectivity or try again" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing,1,9/11/2024,Bank of Abyssinia,Google Play,-0.8758,Negative
How to download or screenshot of payment receipt...what kinda worst app ever ?§Æ?§Æ?§¢,1,9/11/2024,Bank of Abyssinia,Google Play,-0.5868,Negative
Smart technology,5,9/10/2024,Bank of Abyssinia,Google Play,0.4019,Positive
Yegema app tish?™®,1,9/8/2024,Bank of Abyssinia,Google Play,0,Neutral
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,9/7/2024,Bank of Abyssinia,Google Play,-0.5067,Negative
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,9/6/2024,Bank of Abyssinia,Google Play,-0.9312,Negative
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,9/6/2024,Bank of Abyssinia,Google Play,0.9075,Positive
Awesome application. But lately its crashing everytime i opened it.,4,9/5/2024,Bank of Abyssinia,Google Play,0.3716,Positive
·?•·??·?ù ·?†·?£·?ù ·?∞·?´·?? ·?†·ç? ·?ê·?ç ·?≤·ç?·?ç·?ç ·?≠·?®·çç·?≥·?ç ·?≤·ç?·?ç·?ç ·?†·?≠·?®·çç·?µ·?ù ·?®·?†·??·?Ω ·?•·?? ·??·?ç·?µ ·?£·??·?≠ ·?®·??·?≥·?∞·?? ·?£·??·?Æ·?Ω ·?≤·??·?≥·?∞·?≠ ·??·?£·?≠·?ç ·?£·??·?™·??·?ç App ·?•·??·?ç ·?®·??·?´·?†·?≥·?≠ ·?ê·?ç ·??·?ç·?• ·?´·?µ·ç?·?ç·??·?Ω·??·?ç,1,9/5/2024,Bank of Abyssinia,Google Play,0,Neutral
Fast one,3,9/4/2024,Bank of Abyssinia,Google Play,0,Neutral
Nice looking app but a terrible user experience.,1,9/3/2024,Bank of Abyssinia,Google Play,-0.5023,Negative
The worest MB app ever!!???,1,9/2/2024,Bank of Abyssinia,Google Play,0,Neutral
It is ok,5,9/1/2024,Bank of Abyssinia,Google Play,0.296,Positive
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work??????,1,8/30/2024,Bank of Abyssinia,Google Play,0.2211,Positive
Apollo's,1,8/29/2024,Bank of Abyssinia,Google Play,0,Neutral
The worst experience ever,1,8/29/2024,Bank of Abyssinia,Google Play,-0.6249,Negative
Hussenaliumar,5,8/29/2024,Bank of Abyssinia,Google Play,0,Neutral
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,8/28/2024,Bank of Abyssinia,Google Play,0.6072,Positive
It is not work for my device,5,8/27/2024,Bank of Abyssinia,Google Play,0,Neutral
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,8/26/2024,Bank of Abyssinia,Google Play,-0.8106,Negative
The worst app ever,1,8/26/2024,Bank of Abyssinia,Google Play,-0.6249,Negative
Betanya Gebre,3,8/23/2024,Bank of Abyssinia,Google Play,0,Neutral
I dont recommand it to any one,1,8/23/2024,Bank of Abyssinia,Google Play,0,Neutral
Excellent app,5,8/21/2024,Bank of Abyssinia,Google Play,0.5719,Positive
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,8/20/2024,Bank of Abyssinia,Google Play,-0.431,Negative
·?µ·?≠·??·?µ,5,8/19/2024,Bank of Abyssinia,Google Play,0,Neutral
Gio,4,8/19/2024,Bank of Abyssinia,Google Play,0,Neutral
App isn't working,1,8/18/2024,Bank of Abyssinia,Google Play,0,Neutral
so far good but always it lugs,3,8/17/2024,Bank of Abyssinia,Google Play,0.2707,Positive
Don't trust this bank and its service.,1,8/16/2024,Bank of Abyssinia,Google Play,-0.4023,Negative
"I can not open and use the application,please help me!",5,8/15/2024,Bank of Abyssinia,Google Play,0.4574,Positive
Horrible,1,8/14/2024,Bank of Abyssinia,Google Play,-0.5423,Negative
Mostly not working ???,1,8/14/2024,Bank of Abyssinia,Google Play,0,Neutral
Awesome ???,5,8/12/2024,Bank of Abyssinia,Google Play,0.8816,Positive
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,8/12/2024,Bank of Abyssinia,Google Play,0,Neutral
Very poor app b/c highly slow to open the app,1,8/12/2024,Bank of Abyssinia,Google Play,-0.5256,Negative
Wedi Tekle .,5,8/11/2024,Bank of Abyssinia,Google Play,0,Neutral
Bad app??±?????????,1,8/11/2024,Bank of Abyssinia,Google Play,-0.5423,Negative
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,8/11/2024,Bank of Abyssinia,Google Play,0,Neutral
Nice appp,5,8/11/2024,Bank of Abyssinia,Google Play,0.4215,Positive
·?∞·??·?ù ·?†·?¢·?≤·??·?´·??·?Ω ·?®·??·?£·?≠·?ç ·?£·??·?™·??·??·?Ω·?Å ·?∞·?†·??·?? ·?ê·?ù ·?†·??·?ç·?ç·??·?±·?? ·?µ·??·?µ·??·??·?´·?Ω·?Å·??·?? ·?•·??·??·?∞·?ç·??·??·??·ç¢ ·?ê·??·?≠ ·?ç·?? ·?†·??·ç? ·?†·?ç·ç? ·?®·?ê·?†·?®·?ç ·?®·??·?µ·ç?·??·?†·?™·?´·?ç ·?†·?†·?ç·?£·?° ·?†·??·??·?µ·?´·?µ ·?†·?ç·ç? ·?†·?ç·ç? ·??·?∞·??·?µ·?´·?µ ·?∞·??·?≠·?Ø·?ç ·?µ·?Æ ·?•·??·?∞·?ê·?†·?´·?Ω·?Å ·?•·??·?ç·??·??·?? ·??·??·?µ·?Æ·?ù ·?•·?µ·??·?©·?ç·?? ·?•·??·??·?≠·?£·??·?? *·?®·??·??·?? ·?†·??·??·?∞·?ç*,3,8/10/2024,Bank of Abyssinia,Google Play,0,Neutral
Gooood app my dear,5,8/10/2024,Bank of Abyssinia,Google Play,0.3818,Positive
Harun tamam galanaa,3,8/9/2024,Bank of Abyssinia,Google Play,0,Neutral
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,8/8/2024,Bank of Abyssinia,Google Play,-0.6478,Negative
Gamebela,1,8/8/2024,Bank of Abyssinia,Google Play,0,Neutral
so poor app to use can't start up when open the app,1,8/8/2024,Bank of Abyssinia,Google Play,-0.5256,Negative
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,8/7/2024,Bank of Abyssinia,Google Play,0.3182,Positive
Good job,5,8/7/2024,Bank of Abyssinia,Google Play,0.4404,Positive
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,8/7/2024,Bank of Abyssinia,Google Play,-0.7736,Negative
Bad app .,1,8/6/2024,Bank of Abyssinia,Google Play,-0.5423,Negative
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,8/6/2024,Bank of Abyssinia,Google Play,-0.5848,Negative
Review,5,8/6/2024,Bank of Abyssinia,Google Play,0,Neutral
Goood,4,8/6/2024,Bank of Abyssinia,Google Play,0,Neutral
???????????????????????????,1,8/6/2024,Bank of Abyssinia,Google Play,0,Neutral
Is it necessary to switch off developer options every time to use mobile banking??§??§???°??°??°,1,8/4/2024,Bank of Abyssinia,Google Play,0,Neutral
The previous version is better it doesn't work,1,8/4/2024,Bank of Abyssinia,Google Play,0.4404,Positive
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,8/3/2024,Bank of Abyssinia,Google Play,-0.9198,Negative
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests ???",1,8/3/2024,Bank of Abyssinia,Google Play,0.7964,Positive
It's a useless app,1,8/2/2024,Bank of Abyssinia,Google Play,-0.4215,Negative
"It's not working as it was , so much need to improve, it was the best but not anymore",2,8/1/2024,Bank of Abyssinia,Google Play,0.5499,Positive
Poor network,1,8/1/2024,Bank of Abyssinia,Google Play,-0.4767,Negative
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,7/31/2024,Bank of Abyssinia,Google Play,-0.6449,Negative
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,7/31/2024,Bank of Abyssinia,Google Play,0.6369,Positive
"It's not working totally, what a useless app is it,",1,7/31/2024,Bank of Abyssinia,Google Play,-0.4703,Negative
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,7/31/2024,Bank of Abyssinia,Google Play,-0.897,Negative
this is so disappointing app ???,1,7/31/2024,Bank of Abyssinia,Google Play,-0.8166,Negative
·?†·?¢·?µ·??·?´ ·?®·?Å·??·?ù ·?ù·?≠·?´,5,7/29/2024,Bank of Abyssinia,Google Play,0,Neutral
Nays,5,7/28/2024,Bank of Abyssinia,Google Play,0,Neutral
The worst app,1,7/28/2024,Bank of Abyssinia,Google Play,-0.6249,Negative
it can't even open and only display error messages,1,7/27/2024,Bank of Abyssinia,Google Play,-0.4019,Negative
not active,1,7/27/2024,Bank of Abyssinia,Google Play,-0.3089,Negative
To get good quality,5,7/27/2024,Bank of Abyssinia,Google Play,0.4404,Positive
·?†·?≠·?∞·?´·?ù ·?•·?Æ ·?ù·??·?µ·?? ·?ê·?ç ·?Ω·?ç·?©?,1,7/26/2024,Bank of Abyssinia,Google Play,0,Neutral
uselss app dont download,1,7/26/2024,Bank of Abyssinia,Google Play,0,Neutral
